Name	Set	ImageFile	SetID	type	Race	Cost	TCost	ATK	DEF	Attribute	Rarity	Cardtext	Script
Perfect Matrix	AOA	AOA-097.png	AOA-097	Chant/Master Rune(Divinity 2)		[Wa][Wa][4]				Water	R		
Puppeteer	AOA	AOA-098.png	AOA-098	Chant		[Wa][Wa][3]				Water	C		
Roar of Diabolos	AOA	AOA-099.png	AOA-099	Chant/Rune(Divinity 2)		[Wa][Wa][1]				Water	R		
Sacrificial Altar	AOA	AOA-100.png	AOA-100	Addition	Ancient Ruins	[Wa][1]				Water	U	Banish a resonator: Put an offering counter on this card. Banish this card: Search your deck for a resonator with total cost X or less and put it into the field, where X is the number of offering counters that were on this card. Then shuffle your deck.	
Acolyte of the Sun	DBV	DBV-001.png	DBV-001	Resonator	Human	[L]		200	200	Light	C		
Bethor, the Angel of Treasure	DBV	DBV-005.png	DBV-005	Resonator	Angel	[L][1]		500	500	Light	C		
Bewilder	DBV	DBV-006.png	DBV-006	Rune(Divinity 2)		[L]				Light	C		
Brunhild's Wrath	DBV	DBV-008.png	DBV-008	Rune(Divinity 3)		[L][1]				Light	C		
Dispel	DBV	DBV-010.png	DBV-010	Rune(Divinity2)		[L]				Light	C		
Einherjar's Summons	DBV	DBV-011.png	DBV-011	Rune(Divinity2)							C		
Eir, Valkyrie of Mercy	DBV	DBV-012.png	DBV-012	Resonator	Valkyrie	[L][L][1]		600	700	Light	U		
Phaleg, the Angel of War	DBV	DBV-016.png	DBV-016	Resonator	Angel	[L][L][L]		800	800	Light	U		
Sigrun, Valkyrie of Victory	DBV	DBV-017.png	DBV-017	Resonator	Valkyrie	[L][L][2]		1000	1000	Light	U		
Sorceress of the Moon	DBV	DBV-018.png	DBV-018	Resonator	Wererabbit	[L]		400	400	Light	C		
Concealed Khopesh	DBV	DBV-019.png	DBV-019	Rune(Divinity 3)		[F][F][1]				Fire	C		
Dragon's Flight	DBV	DBV-021.png	DBV-021	Rune(Divinity 2)		[F]				Fire	C		
Explosion	DBV	DBV-022.png	DBV-022	Rune(Divinity 2)		[F]				Fire	C		
Pang Tong	DBV	DBV-027.png	DBV-027	Resonator	Human	[F][F][1]		400	800	Fire	U		
Reckless Flame Soldier	DBV	DBV-028.png	DBV-028	Resonator	Human	[F]		800	800	Fire	C		
Sand Dragon	DBV	DBV-029.png	DBV-029	Resonator	Sand/Dragon	[F][F][1]		1000	1000	Fire	U		
Sandora Blacksmith	DBV	DBV-030.png	DBV-030	Resonator	Human	[F]		200	400	Fire	C		
Set, the Commander of Destruction	DBV	DBV-031.png	DBV-031	Resonator	Ascendant	[F][F][F][F]		1200	1000	Fire	U		
Soldier Ambush	DBV	DBV-032.png	DBV-032	Rune(Divinity 3)		[F][F]				Fire	C		
Tiger of Kunlun	DBV	DBV-034.png	DBV-034	Resonator	Beast	[F][1]		600	600	Fire	C		
Donut Drone	DBV	DBV-040.png	DBV-040	Resonator	Machine	[Wa]		200	200	Water	C		
Gawain, the Swift Knight	DBV	DBV-042.png	DBV-042	Resonator	Machine	[Wa][Wa][1]		800	800	Water	U		
Gretel of Misty Woods	DBV	DBV-043.png	DBV-043	Resonator	Fairy Tale	[Wa]		200	600	Water	C		
Loki's Watchdog, Fenrir	DBV	DBV-044.png	DBV-044	Resonator	Beast	[Wa][Wa][2]		1000	1000	Water	U		
Maintenance	DBV	DBV-046.png	DBV-046	Rune(Divinity 2)							C		
Mechanical Bishop	DBV	DBV-047.png	DBV-047	Resonator	Machine	[Wa][1]		600	600	Water	C		
Monstrosify	DBV	DBV-048.png	DBV-048	Rune(Divinity 2)		[Wa]				Water	C		
Overflowing Knowledge	DBV	DBV-050.png	DBV-050	Rune(Divinity 3)		[Wa][Wa]				Water	C		
Perceval, the Shining Knight	DBV	DBV-051.png	DBV-051	Resonator	Machine	[Wa][Wa][2]		900	900	Water	U		
Reconnaissance	DBV	DBV-052.png	DBV-052	Rune(Divinity 2)		[Wa]				Water	C		
Chiyome, the Captivating Kunoichi	DBV	DBV-061.png	DBV-061	Resonator	Cat/Ninja	[Wi][Wi][2]		800	800	Wind	U		
Forest Meditation	DBV	DBV-062.png	DBV-062	Rune(Divinity 3)		[Wi][1]				Wind	C		
Fuhma Shuriken	DBV	DBV-063.png	DBV-063	Rune(Divinity 2)		[Wi]				Wind	C		
Huge Toad	DBV	DBV-064.png	DBV-064	Resonator	Beast	[Wi]		400	400	Wind	C		
Jiraiya, the Toad User	DBV	DBV-065.png	DBV-065	Resonator	Cat/Ninja	[Wi][Wi][1]		700	700	Wind	U		
Pygmy Hippo	DBV	DBV-066.png	DBV-066	Resonator	Beast	[Wi]		600	500	Wind	C		
Snipe Away Mi-!!	DBV	DBV-068.png	DBV-068	Rune(Divinity 3)		[Wi]				Wind	C		
Soot Sprite	DBV	DBV-069.png	DBV-069	Resonator	Youkai	[Wi]		200	200	Wind	C		
The Hundred Eyed One	DBV	DBV-070.png	DBV-070	Resonator	Youkai	[Wi][1]		600	600	Wind	U		
Whirlwind Technique	DBV	DBV-072.png	DBV-072	Rune(Divinity 2)		[Wi]				Wind	C		
Demon Division	DBV	DBV-074.png	DBV-074	Rune(Divinity 2)		[D][D]				Darkness	C		
Fanatic of Grief	DBV	DBV-076.png	DBV-076	Resonator	Human	[D]		400	400	Darkness	C		
Immortal Commander	DBV	DBV-078.png	DBV-078	Resonator	Vampire	[D][D][1]		700	700	Darkness	U		
Shemhaza, the Fallen Angel of Sadism	DBV	DBV-084.png	DBV-084	Resonator	Fallen Angel	[D][D][2]		1000	1000	Darkness	U		
Skeleton Horde	DBV	DBV-085.png	DBV-085	Resonator	Skeleton	[D]		400	400	Darkness	C		
Sword of Lament	DBV	DBV-086.png	DBV-086	Rune(Divinity 3)		[D][D][1]				Darkness	C		
Tears of the Fallen	DBV	DBV-087.png	DBV-087	Rune(Divinity 2)							C		
Undeath	DBV	DBV-088.png	DBV-088	Rune(Divinity 2)		[D]				Darkness	C		
Vlad, the Insatiable	DBV	DBV-090.png	DBV-090	Resonator	Vampire	[D][D][2]		1000	1000	Darkness	U		
Dark Alice, Rabbit Princess	DBV	DBV-009.png	DBV-009	Resonator	Fairy Tale/Wererabbit	[L]		200	500	Light	SR	Cards in your graveyard cannot be the target of chant spells and abilities your opponent controls or be removed from the game. [Enter] => Draw a card, then discard a card or banish an entity. Repeat this process once. As long as there is a resonator, chant, addition, and magic stone in your graveyard, magic stones you control gain "[Rest]: Produce [L], [F], [D], [Wi], or [D].".	
Utgarda Loki, Giant of Darkness	DBV	DBV-089.png	DBV-089	Resonator	Giant	[D][D][D][4]		1200	1800	Darkness	R	[Enter] => Destroy target J/resonator. Your opponent discards a card. You lose 400 life. [d][d][1], discard this card: Your opponent discards a card. You lose 400 life.	
Angrboda, Giant of the Setting Sun	DBV	DBV-003.png	DBV-003	Resonator	Giant	[L][L][L][4]		1400	1700	Light	R	[Enter] => Destroy target rested J/resonator or addition. You gain 1000 life. [L][L][1], discard this card: Destroy target rested J/resonator or addition. You gain 1000 life.	
