Name	Set	ImageFile	SetID	type	Race	Cost	TCost	ATK	DEF	Attribute	Rarity	Cardtext	Script
Avatar of the Will of Amadeus	TST	TST-001	TST-001	Resonator	Avatar	[L][L][1]	3	            900	900        	Light	R	[Flying] [Barrier][D]	
Belial's Hymn	TST	TST-002	TST-002	Chant	-	[L][1]	3			Light	N	[Quickcast]Put a [400/400] light/darkness Fallen Angel resonator token with [Flying] into the field. Then resonator tokens you control gain [+400/+400] until end of turn. Draw a card.	
Belial's Messenger	TST	TST-003	TST-003	Resonator	Beast	[L]	3	            300	500        	Light	N	[Flying][Fallen] (This card gains the following text until end of turn if a God's Art you controlled was resolved this turn.)	
Charlotte, Inheritor of the Seventh Power	TST	TST-004	TST-004	Resonator	Human, Angel, Hero	[L][L]	3	            600	700        	Light	MR	[Quickcast] [Flying] [Barrier][D]	
Choir of Fallen Angels	TST	TST-005	TST-005	Chant	-	[L]	3			Light	R	[Quickcast] [Remnant]You pay [D] more to play this card from a graveyard.Put a [400/400] light/darkness Fallen Angel resonator token with [Flying] into the field. If this card was played from a graveyard, put two into the field instead.	
Cradle of Fleeting Hope	TST	TST-006	TST-006	Addition	-	[L]	3			Light	N		
Hand of the Void	TST	TST-007	TST-007	Chant	-	[L]	3			Light	N	[Quickcast]Recover target resonator. If this card was played from a graveyard, rest the chosen target and draw a card instead.[Null] - [Remnant]	
Hunting Angel	TST	TST-008	TST-008	Resonator	Angel	[L][L][2]	6	            1200	1200        	Light	R	[Flying][Fallen]	
Prideful Rule	TST	TST-009	TST-009	Chant	-	[L][2]	6			Light	R	[Quickcast]You may pay [2] less to play this card if your life is 2000 or less.Destroy target non-magic stone entity. Put a [400/400] light/darkness Fallen Angel resonator token with [Flying] into the field.	
Revealing the Power of Salvation	TST	TST-010	TST-010	Chant	-	[L]	3			Light	N	[Quickcast]Choose one; 	
The Graveyard of Amadeus	TST	TST-011	TST-011	Addition	Demonic World	[L]	3			Light	N		
The Seventh Boon: Amadeus, Holy Spear	TST	TST-012	TST-012	Chant	-	[L]	3			Light	SR	[Quickcast]Choose one;	
Cradle of Scorching Heat	TST	TST-013	TST-013	Addition	-	[F]	3			Fire	N		
Demon of Explosions	TST	TST-014	TST-014	Resonator	Demon	[F][F][F][1]	3	            1200	1200        	Fire	N		
Envious Dragon	TST	TST-015	TST-015	Resonator	Dragon	[F]	3	            0	0        	Fire	R		
Fallen Angel of the Chasm	TST	TST-016	TST-016	Resonator	Fallen Angel	[F]	3	            400	400        	Fire	R	[Flying]	
Flame of Oblivion	TST	TST-017	TST-017	Chant	-	[F]	3			Fire	N	Put the top three cards of your deck into your graveyard. If this card was played from a graveyard, instead put the top three cards of target player's deck into their graveyard, then draw a card.[Null] - [Remnant]	
Prideful Fire	TST	TST-018	TST-018	Chant	-	[F]	3			Fire	N	[Quickcast] [Remnant]This card deals X damage to target J/resonator, where X is 3000 minus your life.	
Raging Ogre	TST	TST-019	TST-019	Resonator	Ogre	[F][2]	6	            800	800        	Fire	N		
Swarming Cthulhu	TST	TST-020	TST-020	Chant	-	[F][1]	3			Fire	N	Put four [100/100] fire/darkness Cthulhu resonator tokens into the field. If you spent [D] to play this card, they gain [Swiftness] and [Precision] until end of turn.	
The Second Boon: Tachyon, Holy Atom	TST	TST-021	TST-021	Chant	Atom	[F][F]	3			Fire	R	[Quickcast]You may copy target chant spell your opponent controls. You may choose new targets for the copy.	
Violet, Flame of Providence Distortion	TST	TST-022	TST-022	Resonator	Machine	[F][F][1]	3	            800	900        	Fire	SR	[Quickcast] [First Strike]	
A Voice from the Void	TST	TST-023	TST-023	Chant	-	[Wa]	4			Water	N	[Quickcast] [Remnant]Draw a card.[Null] - You may play this card without paying its cost.	
Alecto, Unstoppable Fury	TST	TST-024	TST-024	Resonator	Cthulhu	[Wa]	4	            400	400        	Water	SR	[Bane][Null] - Whenever you draw a card >>> Your opponent banishes a non-magic stone, non-J-ruler entity. If they don't, they discard a card.	
Cradle of Biting Frost	TST	TST-025	TST-025	Addition	-	[Wa]	4			Water	N		
Guide to the Center of the Demonic World	TST	TST-026	TST-026	Resonator	Cthulhu	[Wa][Wa]	4	            1000	1000        	Water	N		
Mermaid of the Despairing Voice	TST	TST-027	TST-027	Resonator	Mermaid	[Wa][Wa][Wa][1]	3	            1000	1000        	Water	R	[Null] - [Enter] >>> Put all non-magic stone, non-J-ruler entities your opponent controls with total cost 3 or less on the bottom of their owners' decks in any order.	
Phantasmal Friend	TST	TST-028	TST-028	Chant	-	[Wa][Wa]	4			Water	N	You pay [2] more to play this card for each card in your hand.Search your deck for a Cthulhu with total cost 3 or less and put it into the field. Then shuffle your deck.	
Prideful Mermaid	TST	TST-029	TST-029	Resonator	Mermaid	[Wa]	4	            200	200        	Water	N		
Sky Ruler of the Demonic World	TST	TST-030	TST-030	Resonator	Cthulhu	[Wa][Wa][1]	3	            2000	2000        	Water	R	[Flying][Null] - You may play this card from your graveyard.	
Tears of Corruption	TST	TST-031	TST-031	Chant	-	[Wa]	4			Water	R	[Quickcast]Target J/resonator's ATK becomes 0 until end of turn. Draw a card.[Fallen] (As you play this card, it gains the following text if a God's Art you controlled was resolved this turn.)	
The Fifth Boon: Lightning Bolt, Bow	TST	TST-032	TST-032	Chant	-	[Wa][X]	4			Water	R	Choose one at random; 	
Wall of Terror	TST	TST-033	TST-033	Resonator	Wall	[Wa]	4	            0	800        	Water	N	[Null] - This card gains [+400/+400], [Barrier] and [Bane].	
Agrade, Giant Pig	TST	TST-034	TST-034	Resonator	Beast	[Wi][Wi][2]	6	            1200	1200        	Wind	R		
Attendant of Asmodeus	TST	TST-035	TST-035	Resonator	Demon	[Wi][1]	3	            500	700        	Wind	N		
Brad, Masked Mage	TST	TST-036	TST-036	Resonator	Human, Wizard	[Wi][Wi]	4	            600	600        	Wind	SR		
Carlina's Storm	TST	TST-037	TST-037	Chant	-	[Wi][Wi][Wi][1]	3			Wind	R	[Quickcast]Cancel target spell. Draw a card.[Fallen]	
Cradle of Silent Earth	TST	TST-038	TST-038	Addition	-	[Wi]	4			Wind	N		
Pointy Hat's Camouflage	TST	TST-039	TST-039	Chant	-	[Wi][Wi]	4			Wind	N	[Quickcast]Prevent all damage that would be dealt by up to two target entities this turn. Draw a card.	
Prideful Mage	TST	TST-040	TST-040	Resonator	Human, Wizard	[Wi]	4	            400	400        	Wind	N	[Quickcast]	
Starving Dragon	TST	TST-041	TST-041	Resonator	Dragon	[Wi][Wi][3]	9	            1500	1500        	Wind	N	[Flying]	
Table Manners	TST	TST-042	TST-042	Chant	-	[Wi][Wi][1]	3			Wind	N	Destroy a J/resonator that has or shares the highest total cost from among all J/resonators your opponent controls. You gain life equal to the total of its ATK and DEF. Then you draw cards equal to its total cost.	
The Third Boon: Persona, Magic Mask	TST	TST-043	TST-043	Chant	-	[Wi]	4			Wind	R	[Quickcast]Cancel target spell with total cost 3 or more.[Seal](10)	
Asmodeus	TST	TST-044	TST-044	Ruler	Fallen Angel		0				RR	[Judgment] [D][D][Tag] (Fallen Angel)	
Asmodeus	TST	TST-044J	TST-044J	Ruler	Fallen Angel		0				JR	[Judgment] [D][D][Tag] (Fallen Angel)	
Asmodeus' Demon	TST	TST-045	TST-045	Resonator	Demon	[D]	3	            200	200        	Darkness	R		
Asmodeus' Enchantment	TST	TST-046	TST-046	Chant	-	[D][1]	3			Darkness	SR	Put target resonator from your opponent's graveyard into the field under your control. If this card was awakened, the chosen target gains [Swiftness] until end of turn.[Awakening] Rest a recovered J/ruler you control.	
Astema's Wrath	TST	TST-047	TST-047	Chant	-	[D][D][D]	3			Darkness	N	[Quickcast]You may search your deck for a darkness card, reveal it and put it into your hand. Then shuffle your deck.[Fallen]	
Banquet Demon	TST	TST-048	TST-048	Resonator	Demon	[D][D][1][0]	3	            0	0        	Darkness	R		
Belial's Favor	TST	TST-049	TST-049	Chant	-	[D]	3			Darkness	N	[Quickcast]As an additional cost to play this card, banish a resonator token. Draw two cards.	
Black Rain	TST	TST-050	TST-050	Chant	-	[D][1]	3			Darkness	N	As an additional cost to play this card, discard X cards.Your opponent banishes X resonators.	
Castle of Asmodeus	TST	TST-051	TST-051	Addition	-	[D][D]	3			Darkness	N		
Corpse Eater Dragon	TST	TST-052	TST-052	Resonator	Dragon	[D][D][2]	6	            1000	1000        	Darkness	R	[Flying]	
Cradle of Crippling Despair	TST	TST-053	TST-053	Addition	-	[D]	3			Darkness	N		
Dante, Fallen Angel	TST	TST-054	TST-054	Ruler	Fallen Angel		0				JR	[Judgment] [D][Tag] (Fallen Angel)	
Fallen Angel of Black Tears	TST	TST-055	TST-055	Resonator	Fallen Angel	[D][D][D][2]	6	            1200	1200        	Darkness	R	[Flying]	
Fallen Angel of Dusk	TST	TST-056	TST-056	Resonator	Fallen Angel	[D][D]	3	            600	600        	Darkness	N	[Flying]	
Graveyard Keeper of the Demonic World	TST	TST-057	TST-057	Resonator	Demon	[D]	3	            100	500        	Darkness	N	[Bane]	
Invisible Terror	TST	TST-058	TST-058	Resonator	Cthulhu	[D][D][1]	3	            700	700        	Darkness	N	[Null] - At end of turn >>> If this card is in your graveyard, put it into the field rested.	
Marching of the Dead	TST	TST-059	TST-059	Chant	-	[D][1]	3			Darkness	R	[Quickcast]Put X [400/400] darkness Zombie resonator tokens into the field, where X is the number of resonators in your graveyard.[Fallen]	
Selective Decapitation	TST	TST-060	TST-060	Addition	-	[D]	3			Darkness	N		
The Fourth Boon: Last Regrets, Black Tears	TST	TST-061	TST-061	Chant	-	[D]	3			Darkness	SR	Choose one; 	
Tisiphone, Avenging Fury	TST	TST-062	TST-062	Resonator	Cthulhu	[D][D]	3	            0	0        	Darkness	SR	[Pierce]	
Vergilius, Rebel against Satan	TST	TST-063	TST-063	Resonator	Human	[D][D][D]	3	            1000	1000        	Darkness	MR	[Swiftness][Fallen]	
Acheron, River of the Dead	TST	TST-064	TST-064	Addition	Demonic World	[Wa][D]	7			Water	R		
Angel of False Glory	TST	TST-065	TST-065	Resonator	Angel	[L][D]	6	            1000	1000        	Light	MR	[Flying][Awakening] Rest two recovered J/rulers you control.	
Angel of False Life	TST	TST-066	TST-066	Resonator	Angel	[L][D][2]	6	            1000	1000        	Light	R	[Flying][Fallen]	
Astema	TST	TST-067	TST-067	Ruler	Fallen Angel, Wanderer		0				JR	[Judgment] [F][D][Tag] (Fallen Angel)	
Astema's Cerberus	TST	TST-068	TST-068	Resonator	Beast	[F][D][X]	6	            700	700        	Fire	R		
Astema's Fury	TST	TST-069	TST-069	Chant	-	[F][D]	6			Fire	SR	Your opponent discards two cards.[Fallen]	
Beatrice	TST	TST-070	TST-070	Ruler	Fallen Angel		0				JR	[Judgment] [D][D][Tag] (Fallen Angel)[Null] - At the end of your turn >>> Draw a card.	
Beatrice's Curse	TST	TST-071	TST-071	Chant	-	[Wa][D]	7			Water	N	Your opponent banishes a resonator. If this card was played from a graveyard, draw a card.[Null] - [Remnant]	
Beatrice's Imagination	TST	TST-072	TST-072	Chant	-	[Wa][D]	7			Water	SR	You may play cards from your graveyard this turn. If a card would be put into your graveyard from anywhere this turn, remove it from the game instead.[Null] - Produce [D][D].	
Belial	TST	TST-073	TST-073	Ruler	Fallen Angel		0				JR	[Judgment] [L][D][Tag] (Fallen Angel)[Fallen]	
Belial's Rule	TST	TST-074	TST-074	Chant	-	[L][D][2]	6			Light	SR	You may pay [2] less to play this card if your life is 2000 or less.Remove all non-token resonators from the game. Remove this card from the game as it resolves. This card gains "Players cannot chase God's Art abilities you control." as long as it is in your removed area.	
Carlina	TST	TST-075	TST-075	Ruler	Fallen Angel		0				JR	[Judgment] [Wi][D][Tag] (Fallen Angel)	
Carlina's Hunting	TST	TST-076	TST-076	Chant	-	[Wi][Wi][D][D]	7			Wind	SR	Destroy all J/resonators other than J-rulers you control. Recover a J/ruler you control. If this card was awakened, destroy all additions.[Awakening] Rest a recovered J/ruler you control.You may play this card as though it had [Quickcast] if you rest a recovered J/ruler you control as an additional cost to play this card.	
Castle of Astema	TST	TST-077	TST-077	Addition	-	[F][D]	6			Fire	N	[Fallen]	
Castle of Beatrice	TST	TST-078	TST-078	Addition	-	[Wa][D]	7			Water	N		
Castle of Belial	TST	TST-079	TST-079	Addition	-	[L][D]	6			Light	N		
Castle of Carlina	TST	TST-080	TST-080	Addition	-	[Wi][D][2]	6			Wind	N		
Demon of Pride and Greed	TST	TST-081	TST-081	Resonator	Demon	[Wi][Wi][D][3]	9	            1600	1600        	Wind	R		
Fallen Angel of the Mark	TST	TST-082	TST-082	Resonator	Fallen Angel	[L][D]	6	            200	200        	Light	N	[Flying]	
Faria, Igniter of Holy Fire	TST	TST-083	TST-083	Resonator	Human, Hero	[L][L][F][F]	6	            1200	1200        	Light	SR	[Swiftness]	
Geryon	TST	TST-084	TST-084	Resonator	Beast	[Wi][Wi][D][D][1]	3	            1500	1500        	Wind	MR	[Swiftness] [Precision] [Flying]	
Imaginary Dagon	TST	TST-085	TST-085	Resonator	Cthulhu	[Wa][D]	7	            600	600        	Water	N	[Null] - This card gains [Flying] and "When this card deals damage to your opponent >>> They discard a card.".	
Inferno	TST	TST-086	TST-086	Chant	-	[F][D]	6			Fire	MR	Choose one;[Fallen]	
Megaera, Jealous Fury	TST	TST-087	TST-087	Resonator	Cthulhu	[F][D]	6	            700	700        	Fire	SR	[Flying]	
Olivia, Skysplitting Thunderbolt	TST	TST-088	TST-088	Resonator	Mermaid	[L][Wa][1]	3	            700	800        	Light	SR	[Quickcast]	
The First Boon: Excalibur Cassius, Sword	TST	TST-089	TST-089	Chant	-	[L][F]	6			Light	R	[Quickcast]Choose one;	
The Gate in the Center of the Demonic World	TST	TST-090	TST-090	Addition	Demonic World	[F][F][D]	6			Fire	R		
The Mimicking Beast	TST	TST-091	TST-091	Resonator	Beast	[Wi][D]	7	            100	100        	Wind	N	[Pierce]	
The Sixth Boon: Requiem, Jewel	TST	TST-092	TST-092	Addition	Demonic World	[L][D]	6			Light	R	[Eternal]	
Wolfgang, Prince of Amadeus	TST	TST-093	TST-093	Resonator	Human	[L][Wa]	7	            700	700        	Light	SR	[Barrier][L] [Barrier][D]	
Satan	TST	TST-094	TST-094	Ruler	High God		0				RR		
Amadeus, Holy Crystal	TST	TST-095	TST-095	Special Magic Stone	-		0				R		
Erythropia, Blood Stone	TST	TST-096	TST-096	Special Magic Stone	-		0				R		
Imaginary Satan, Magic Crystal	TST	TST-097	TST-097	Special Magic Stone	-		0				R		
