Name	Set	ImageFile	SetID	type	Race	Cost	TCost	ATK	DEF	Attribute	Rarity	Cardtext	Script
Edwards Air Force Base	GITS2045	GITS2045-074.png	GITS2045-074	Special Magic Stone							R		
Home Ministry	GITS2045	GITS2045-075.png	GITS2045-075	Special Magic Stone							R		
NSA Headquarters	GITS2045	GITS2045-076.png	GITS2045-076	Special Magic Stone							R		
Prime Minister's Office	GITS2045	GITS2045-077.png	GITS2045-077	Special Magic Stone							R		
Section 9 New Headquarters	GITS2045	GITS2045-078.png	GITS2045-078	Special Magic Stone							R		
Accel, the White Gale Eagle	AO3	AO3-001.png	AO3-001	Resonator	Beast	[L]		100	100	Light	R	Each turn, you may play your first “Accel's Reconnaissance” without paying its cost. [Enter] => Choose a card from your Stranger deck at random and remove it from the game. Then put three [+100/+100] counters on this card for each (Stranger) resonator in your removed area. Whenever this card attacks => It may deal X00 damage to target resonator, where X is the number of [+100/+100] counters on this card.	
Accel's Reconnaissance	AO3	AO3-002.png	AO3-002	Chant	Sword Art	[L]				Light	N		
Apollon, the God of Light (Stranger)	AO3	AO3-003.png	AO3-003	Resonator (Stranger)	Deity	[L][L][2]		1400	1700	Light	R	If damage would be dealt to you, it's dealt to this card instead. When this card is put into a graveyard from the field => Remove it from the game. If you do, your life becomes 4000.	
Ares, the Knight God Emperor (Stranger)	AO3	AO3-004.png	AO3-004	Resonator (Stranger)	Deity	[L][L]		1000	600	Light	R		
Celestial Wing Seraph	AO3	AO3-005.png	AO3-005	Resonator	Angel	[L][L][3]		1000	1000	Light	N	When this card enters your field => You may search your deck for an Angel resonator with total cost 4 or less and put it into your field. Then shuffle your deck. Whenever this card attacks => You gain 300 life for each Angel you control.	
Crystallization	AO3	AO3-006.png	AO3-006	Chant	Sword Art	[L]				Light	N		
Dignified Seraph	AO3	AO3-007.png	AO3-007	Resonator	Angel	[L][L][2]		800	800	Light	N		
Give Wings	AO3	AO3-008.png	AO3-008	Chant		[L]				Light	N		
Heavenly Garden of Armalla	AO3	AO3-009.png	AO3-009	Addition: Field	Garden	[L][1]				Light	N	Resonators you control with [Flying] gain [+200/+200]. [L][L], [rest]: Rest target resonator without [Flying].	
Herald of the Winged Lord	AO3	AO3-010.png	AO3-010	Resonator	Wingman	[L][2]		600	600	Light	N	Prevent all damage that would be dealt to this card by fire resonators.	
Knight of the White Hill	AO3	AO3-011.png	AO3-011	Resonator	Human	[L]		400	400	Light	N	[Enter] => Choose a card from your Stranger deck at random and remove it from the game. When this card is put into a graveyard from the field => Choose a card from your Stranger deck at random and remove it from the game.	
Michael, the Archangel (Stranger)	AO3	AO3-012.png	AO3-012	Resonator (Stranger)	Angel	[L][L][L]		1000	1000	Light	R	[1]: Prevent all damage that would be dealt to Angel resonators you control until end of turn.	
Mourning Angel	AO3	AO3-013.png	AO3-013	Resonator	Angel	[L]		400	400	Light	N	[Enter] => Remove up to three target cards in a graveyard from the game.	
Pier, the Godspeed Archer	AO3	AO3-014.png	AO3-014	Resonator	Five Heroes	[L]		400	400	Light	SR	This card enters the field with two divine bow counters on it. Remove a divine bow counter from this card: This card deals 400 damage to target attacking or blocking J/resonator. Remove two divine bow counters from this card: Destroy target addition. [Rest]: Put X divine bow counters on this card, where X is the number of (Stranger) resonators in your removed area.	
Rabbit of Moonlit Nights	AO3	AO3-015.png	AO3-015	Resonator	Rabbit	[L]		200	400	Light	N	Banish this card: Rest target J/resonator.	
Release	AO3	AO3-016.png	AO3-016	Chant		[L][1]				Light	N		
Wingman of Armalla	AO3	AO3-017.png	AO3-017	Resonator	Wingman	[L][1]		300	600	Light	N	[rest]: Target resonator gains [Flying] until end of turn.	
Crime and Punishment	AO3	AO3-018.png	AO3-018	Chant		[F]				Fire	N		
Gatekeeper of Vell-Savaria	AO3	AO3-019.png	AO3-019	Resonator	Angel	[F]		0	700	Fire	N	You may treat light and fire resonators in your hand as Goddesses. This card gains [+100/0] for each card in your removed area. [Enter] => You may remove any number of cards in your hand from the game and draw that many cards.	
Red Illusionary Dragon of Passion	AO3	AO3-020.png	AO3-020	Resonator	Dragon	[F][F][2]		1000	1000	Fire	SR	If you have [Passion], you may pay [2] less to play this card. [1]: If you have [Passion], this card deals 400 damage to target resonator and this card gains [+400/0] until end of turn. Invert your ruler.	
Red Illusionary Hero	AO3	AO3-021.png	AO3-021	Resonator	Illusion	[F][F][1]		800	800	Fire	N	If you have [Passion], you may pay [1] less to play this card. If you control "Blue Illusionary Hero", you may pay [F] less to play this card. [Enter] => If you have [Passion], target resonator gains [First Strike] and [+400/0] until end of turn. Invert your ruler.	
Reflect's Summoning	AO3	AO3-022.png	AO3-022	Chant	Mage Art	[F][F]				Fire	N		
Shuren, the King of Supremacy (Stranger)	AO3	AO3-023.png	AO3-023	Resonator (Stranger)	Warrior	[F][F][F]		1000	1000	Fire	N	If your opponent was dealt damage this turn, you may pay [F][F] less to play this card.	
Snow White, the Valkyrie of Passion	AO3	AO3-024.png	AO3-024	Resonator	Fairy Tale	[F][F][1]		500	700	Fire	N	Whenever this card attacks => Put a passion counter on it. Whenever this card attacks => It may deal 300 damage to target resonator for each passion counter on it. If it does, remove all passion counters from it.	
Spirit of Passion	AO3	AO3-025.png	AO3-025	Resonator	Spirit	[F]		400	400	Fire	N	[Enter] => If you have [Passion], put two [+100/+100] counters on this card. Invert your ruler. Remove two [+100/+100] counters from this card: This card deals 600 damage to target J/resonator.	
Ushuah, the Flame Samurai Swordman (Stranger)	AO3	AO3-026.png	AO3-026	Resonator (Stranger)	Warrior	[F][F][F][1]		1700	1700	Fire	R	[Enter] => This card deals 1700 damage to target resonator. If this card would deal more damage to that resonator than its capacity this way, it deals the rest to that resonator's controller.	
Alice's Castling	AO3	AO3-027.png	AO3-027	Chant		[Wa]				Water	N		
Antorite, the Guardian of Deep Blue (Stranger)	AO3	AO3-028.png	AO3-028	Resonator (Stranger)	Mermaid	[Wa][Wa][Wa][1]		1100	1100	Water	N	You may banish two water magic stones rather than pay this card's cost. [Enter] => Rest all J/resonators your opponent controls.	
Blue Illusionary Dragon of Calmness	AO3	AO3-029.png	AO3-029	Resonator	Dragon	[Wa][Wa][2]		1000	1000	Water	SR	If you have [Calmness], you may pay [2] less to play this card. [1]: If you have [Calmness], rest target entity and this card gains [0/+400] until end of turn. Invert your ruler.	
Blue Illusionary Hero	AO3	AO3-030.png	AO3-030	Resonator	Illusion	[Wa][Wa][1]		800	800	Water	N	If you have [Calmness], you may pay [1] less to play this card. If you control "Red Illusionary Hero", you may pay [D] less to play this card. [Enter] => If you have [Calmness], target resonator gains [Barrier] and [0/+400] until end of turn. Invert your ruler.	
Refrain's Summoning	AO3	AO3-031.png	AO3-031	Chant	Mage Art	[Wa][Wa]				Water	N		
Riina, the Girl with Nothing	AO3	AO3-032.png	AO3-032	Resonator	Human	[Wa][1]		400	400	Water	N	[0]: Target resonator you control loses all abilities until end of turn.	
Spirit of Calmness	AO3	AO3-033.png	AO3-033	Resonator	Spirit	[Wa]		400	400	Water	N	[Enter] => If you have [Calmness], put two [+100/+100] counters on this card. Invert your ruler. Remove two [+100/+100] counters from this card: Draw a card.	
Wall of Ideas	AO3	AO3-034.png	AO3-034	Chant		[Wa]				Water	N		
Faurecia's Journey	AO3	AO3-035.png	AO3-035	Chant	Mage Art	[Wi]				Wind	N		
Frigg, the Goddess of Abundance (Stranger)	AO3	AO3-036.png	AO3-036	Resonator (Stranger)	Goddess	[Wi][Wi][1]		1000	1000	Wind	SR	[Automatic] abilities of Goddess resonators you control trigger an additional time. ([Enter] is an automatic ability.) [Enter] => Recover a magic stone you control.	
Morgiana, the Wise Servant	AO3	AO3-037.png	AO3-037	Resonator	Story/Human	[Wi]		300	300	Wind	N	If you would draw a card in a phase other than draw phase, you may look at the top three cards of your deck, put one of them into your hand and the rest on the bottom of your deck in any order instead.	
Perceval, the Flying Knight	AO3	AO3-038.png	AO3-038	Resonator	Knight of the Round Table	[Wi]		200	200	Wind	R	[Enter] => Reveal the top five cards of your deck. Put a resonator with [Flying] or a regalia from among them into your hand and the rest on the bottom of your deck in any order. Banish this card: Put two [+100/+100] counters on target resonator with [Flying].	
Arthur, the Dead Lord of Vengeance	AO3	AO3-039.png	AO3-039	Resonator	Zombie	[D][D][2]		1000	1000	Darkness	N	Other darkness resonators gain [+200/+200]. Non-darkness resonators gain [-200/-200]. Remove three resonators in your graveyard from the game: Put this card from your graveyard into your hand.	
Black Wizard (Stranger)	AO3	AO3-040.png	AO3-040	Resonator (Stranger)	Wizard	[D]		600	600	Darkness	N	[0]: Produce [D]. Play this ability only during your turn, only once per turn and only if this card is in your graveyard.	
Blood of the Mikage	AO3	AO3-041.png	AO3-041	Chant		[D]				Darkness	N		
Fallen Angelic Destroyer, Lucifer	AO3	AO3-042.png	AO3-042	Resonator	Angel/Demon	[D][D][2]		900	900	Darkness	N	When this card enters your field => Your opponent banishes a resonator. [D][M]: Whenever this card deals damage this turn => You gain that much life. Play this ability only once per turn.	
Grave Robbers	AO3	AO3-043.png	AO3-043	Resonator	Zombie	[D][D]		600	600	Darkness	N	[Rest], remove a resonator in your graveyard from the game: Put two [+100/+100] counters on this card. Banish this card: Remove target card in a graveyard from the game.	
Knight of Sigurd	AO3	AO3-044.png	AO3-044	Resonator	Knight	[D]		400	400	Darkness	N	[Enter] => Look at the top two cards of your deck. Put one from among them into your graveyard and the rest on top of your deck in any order. When this card is put into a graveyard from the field => Look at the top two cards of your deck. Put one from among them into your graveyard and the rest on top of your deck in any order.	
Laurier, the Twilight Witch (Stranger)	AO3	AO3-045.png	AO3-045	Resonator (Stranger)	Witch	[D][D]		400	400	Darkness	R	[Enter] => Remove target resonator from the game. This card gains [+X/+Y] and all abilities of the resonator removed by this card, where X is the ATK and Y is the DEF of that resonator.	
Mikage Reiya	AO3	AO3-046.png	AO3-046	Resonator	Vampire	[D]		400	400	Darkness	SR	[Enter] => Search your deck for a darkness card and put it into your graveyard. Then shuffle your deck. Vampires you control gain [Drain]. Whenever this card is banished as an additional cost of a Mage Art or by an effect of a Mage Art => Put this card from your graveyard into your hand.	
Moan of the Dead	AO3	AO3-047.png	AO3-047	Chant	Mage Art	[D]				Darkness	N		
Necromancy of the Undead Lord	AO3	AO3-048.png	AO3-048	Addition: Resonator		[D]				Darkness	N	Added resonator gains Zombie in addition to its own races. Added resonator gains [+200/+200]. Whenever a resonator enters your field => You may add this card from your graveyard to that resonator.	
Niflheim, the Realm of the Dead	AO3	AO3-049.png	AO3-049	Addition: Field	Grave	[D][1]				Darkness	N	Zombies you control gain [+200/+200]. Banish this card: Put the top five cards of your deck into your graveyard.	
Priestess of the Black City	AO3	AO3-050.png	AO3-050	Resonator	Human	[D][2]		600	1000	Darkness	N	You may pay [1] less to play this card for each (Stranger) resonator in your graveyard. [Enter] => Until end of turn, you may play target (Stranger) resonator from your graveyard.	
Residents of the Black City	AO3	AO3-051.png	AO3-051	Resonator	Human	[D]		400	400	Darkness	N	You may play this card from your graveyard. When this card enters the field from a graveyard => It gains [Swiftness], [Precision] and [+200/+200] until end of turn. Until end of turn, if this card would leave the field, remove it from the game instead. At the next end of turn => Remove this card from the game.	
Soulhunt	AO3	AO3-052.png	AO3-052	Chant		[D]				Darkness	N		
Soulless Soldier	AO3	AO3-053.png	AO3-053	Resonator	Zombie	[D][D]		600	500	Darkness	N	When this card enters your field => Put the top two cards of your deck into your graveyard.	
Vampire's Staff	AO3	AO3-054.png	AO3-054	Resonator	Vampire	[D][1]		400	400	Darkness	N	At the beginning of your recovery phase => Reveal the top card of your deck. This card deals 100 damage to target player for each will symbol on the attribute cost of the revealed card and you gain that much life.	
A Part of True Power	AO3	AO3-055.png	AO3-055	Chant	Mage Art	[Wi][D]				Wind	SR		
Angel of Healing	AO3	AO3-056.png	AO3-056	Resonator	Angel	[L][L][Wi]		800	800	Light	N	[Enter] => You gain 1000 life. Prevent the next damage that would be dealt to target resonator until end of turn. If this card entered the field from a deck, draw two cards.	
Artemis, the Goddess of Hunt (Stranger)	AO3	AO3-057.png	AO3-057	Resonator (Stranger)	Goddess	[L][L][Wi][Wi]		1000	1000	Light	SR	[L]: Target entity you control gains [Barrier] until end of turn. [L][Wi]: Resonators you control gain [+200/+200] until end of turn. [L][L][Wi]: Remove target resonator from the game.	
Awakening of the Undead Lord	AO3	AO3-058.png	AO3-058	Chant	Mage Art	[Wi][D]				Wind	SR		
Awakening of the Winged Lord	AO3	AO3-059.png	AO3-059	Chant	Sword Art	[L][Wi]				Light	SR		
Between Passion and Calmness	AO3	AO3-060.png	AO3-060	Chant	Mage Art	[F][F][Wa][Wa][1]				Fire	SR		
Butterfly Effect	AO3	AO3-061.png	AO3-061	Chant	Mage Art	[F][Wa]				Fire	R		
Cathedral of Armalla	AO3	AO3-062.png	AO3-062	Addition		[L][Wi]				Light	N	[Enter] => Search your deck for an Angel, reveal it, and put it into your hand. Then shuffle your deck. [Rest]: Produce [L][Wi]. Spend this will only to play Angels.	
Change the Heart	AO3	AO3-063.png	AO3-063	Regalia		[F][Wa]				Fire	SR	[Rest]: Produce two wills in any combination of [F] and/or [D]. Spend this will only to play Mage Arts. [Rest]: Produce [F] or [D]. If you have [Passion] or [Calmness], you may invert your ruler.	
Charlotte, the Sleeping Girl in the Castle	AO3	AO3-064.png	AO3-064	Resonator	Little Girl	[L][Wa]		0	1000	Light	R	Cards named "Faria" you control gain [Barrier] and [+1000/+1000]. Cards named "Lars, Knight of the Sacred Spirit" you control gain [Eternal]. As long as your J-ruler is "Faria", it gains “Whenever a card named "Excalibur" enters the field under your control => Choose two - Choose a card from your Stranger deck at random and put it into the field; or remove target non-magic stone, non-J-ruler entity from the game; or draw two cards.	
Deathscythe	AO3	AO3-065.png	AO3-065	Regalia		[Wi][D]				Wind	SR	[Rest]: Produce two wills in any combination of [Wi] and/or [D]. Spend this will only to play God's Art abilities, Mage Arts, cards from a graveyard or activate abilities of cards in a graveyard. Remove three cards in your graveyard from the game: Put this card from your graveyard into your hand.	
Earthly Flash	AO3	AO3-066.png	AO3-066	Chant	Sword Art	[L][Wi]				Light	R		
Faurecia, the Virtuous Vampire	AO3	AO3-067.png	AO3-067	Resonator	Five Heroes/Vampire	[Wi][D]		600	600	Wind	SR	Discard a wind card: Target resonator gains [+400/+400] until end of turn. Discard a darkness card: Target resonator gains [-400/-400] until end of turn. Discard a wind/darkness card: Target resonator gains [+400/+400] and another target resonator gains [-400/-400] until end of turn. If you control a Five Heroes not named "Faurecia, the Virtuous Vampire", you may pay [Wi] or [D] less to play this card.	
Faust, the Promising Warrior (Stranger)	AO3	AO3-068.png	AO3-068	Resonator (Stranger)	Warrior	[Wi][Wi][D][D][1]		1400	1400	Wind	SR	[D]: Put a promise counter on target resonator you control. Play this ability only if this card is in your graveyard. Whenever a resonator with a promise counter on it is put into a graveyard from the field => Put this card from your graveyard into the field.	
Gloria's Round Table	AO3	AO3-069.png	AO3-069	Addition		[L][Wa]				Light	N	You may rest a recovered "Excalibur" you control rather than pay this card's cost. [Enter] => Reveal cards from the top of your deck until you reveal a Knight of the Round Table. Put that card into the field and the rest on the bottom of your deck in a random order. Whenever a Knight of the Round Table is put into a graveyard from the field => You may return this card to its owner's hand.	
Griphon, Racing Across Darkness	AO3	AO3-070.png	AO3-070	Resonator	Chimera	[Wi][D][4]		1200	1200	Wind	N	When this card enters your field => Put the top two cards of your magic stone deck into your field.	
Heavenly Flash	AO3	AO3-071.png	AO3-071	Chant	Sword Art	[L][L][Wi][Wi]				Light	SR		
Jabberwock, the Chaotic Disaster (Stranger)	AO3	AO3-072.png	AO3-072	Resonator (Stranger)	Magical Beast	[Wi][D][1]		800	800	Wind	R	[Enter] => Choose one - Your opponent reveals the top card of their deck. They reveal their hand and discard all cards with the same total cost as the revealed card; or your opponent reveals the top card of their deck. They destroy all non-magic stone, non-J-ruler entities they control with the same total cost as the revealed card; or your opponent reveals the top card of their deck. Each player reveals their hand and discards all cards with the same total cost as the revealed card. Then each player destroys all non-magic stone, non-J-ruler entities they control with the same total cost as the revealed card.	
Magna's Angel	AO3	AO3-073.png	AO3-073	Resonator	Angel	[L][Wi]		100	100	Light	N	[Enter] => Choose a card from your Stranger deck at random and remove it from the game. This card gains [+400/+400] for each different name among all (Stranger) resonators in your removed area.	
Mikage Seijuro	AO3	AO3-074.png	AO3-074	Resonator	Vampire	[Wi][D][D][D]		1200	1200	Wind	R	Whenever a resonator dealt damage by this card this turn is put into a graveyard => Put it into the field under your control. It gains darkness in addition to its other attributes and Vampire in addition to its other races. Remove a (Stranger) resonator in your graveyard from the game: This card gains [Eternal] until end of turn. [Enter] => You may pay any amount of life. This card deals that much damage to target resonator your opponent controls.	
Mikage Seijuro's Game of Dreams	AO3	AO3-075.png	AO3-075	Chant	Mage Art	[Wi][Wi][D][D]				Wind	R		
Milcell, the Clairvoyant Guide	AO3	AO3-076.png	AO3-076	Resonator	Human/Wizard	[F][F][Wa][Wa]		1000	1000	Fire	R	You may pay [1] less to play Mage Arts. If you don't control "Milcell, the Clairvoyant Guide" and your ruler is "Reflect" or "Refrain", you may pay [F][F][D] or [F][D][D] less to play this card. If this card was played this way, it enters the field with a guide counter on it. This card cannot attack as long as there is a guide counter on it.	
Pricia, Pursuant of Exploding Flame	AO3	AO3-077.png	AO3-077	Resonator	Beast	[F][Wi][1]		700	400	Fire	N	[Wi]: This card gains [Flying] until end of turn. When this card is put into a graveyard from the field => It deals 500 damage to your opponent.	
Resistance of the Twelve Protective Deities	AO3	AO3-078.png	AO3-078	Chant	Mage Art	[L][F]				Light	R		
Sacred Beast of Artemis	AO3	AO3-079.png	AO3-079	Resonator	Beast	[L][Wi][4]		1000	1000	Light	SR	You may pay [1] less to play this card for each different name among all (Stranger) resonators in your removed area. This card gains all attributes, races, activate abilities, and keyword abilities of (Stranger) resonators in your removed area.	
Scheherazade, the Teller of Heroic Epics	AO3	AO3-080.png	AO3-080	Resonator	Wanderer	[F][Wa]		700	700	Fire	SR	As long as your ruler is "Reflect" or "Refrain", you gain [Passion] and [Calmness]. [Enter] => Put a story counter on this card. If this card was awakened, put five story counters on it instead. Remove a story counter from this card: Look at a card from your Stranger deck at random. You may play it by paying its cost.	
Scheherazade's Heroic Epic	AO3	AO3-081.png	AO3-081	Chant	Mage Art	[F][Wa][1]				Fire	R		
Sigurd, the Covenant King	AO3	AO3-082.png	AO3-082	Resonator	King/Zombie	[Wi][D]		800	800	Wind	R	Play this card only from your graveyard. Zombies you control gain [Bane]. [Enter] => Search your deck for a darkness addition with total cost 2 or less and put it into the field. Then shuffle your deck.	
Spiral of Potential and Convergence	AO3	AO3-083.png	AO3-083	Chant	Mage Art	[F][Wa]				Fire	N		
The End of Friendship	AO3	AO3-084.png	AO3-084	Chant	Mage Art	[Wi][D]				Wind	N		
The Last Secret Sword	AO3	AO3-085.png	AO3-085	Chant	Sword Art	[F][F][D]				Fire	R		
Will-o'-the-Wisp (Stranger)	AO3	AO3-086.png	AO3-086	Resonator (Stranger)	Spirit	[L][Wi]		0	1000	Light	R	[Enter] => Draw a card. [0]: Return this card to its owner's hand.	
Wings of the Archangel	AO3	AO3-087.png	AO3-087	Regalia		[L][Wi]				Light	SR	Your J-ruler gains [Flying]. [Rest]: Produce two wills in any combination of [L] and/or [Wi]. Spend this will only to play God's Art abilities, Sword Arts, or Angels.	
Wounded Black Dragon	AO3	AO3-088.png	AO3-088	Resonator	Dragon	[F][D]		1000	1000	Fire	N	When this card is dealt damage => Banish it. When this card is put into a graveyard from the field => Put target Sword Art from your graveyard into your hand.	
Attoractia’s Memoria	AO3	AO3-089.png	AO3-089	Special Magic Stone							N		
Magic Stone of Black Silence	AO3	AO3-090.png	AO3-090	Special Magic Stone							R	Treat this card as a wind magic stone and darkness magic stone. [rest]: Produce [Wi] or [D].	
Magic Stone of Gusting Skies	AO3	AO3-091.png	AO3-091	Special Magic Stone							R	Treat this card as a light magic stone and wind magic stone. [rest]: Produce [L] or [Wi].	
Magic Stone of Hearth's Core	AO3	AO3-092.png	AO3-092	Special Magic Stone							R	Treat this card as a fire magic stone and water magic stone. [rest]: Produce [F] or [Wa].	
Intimidation	PofA	PofA-001.png	PofA-001	Chant		[L]				Light	N		
King of Kings	PofA	PofA-002.png	PofA-002	Resonator	Fairy Tale	[L][L][1]		900	900	Light	R	Other Fairy Tale resonators you control gain [+400/+400]. Banish a light crystal, discard this card: Target J/resonator gains [+400/+400] until end of turn. Draw a card.	
Lenneth's Wish	PofA	PofA-003.png	PofA-003	Chant	Mage Art	[L]				Light	N		
Mage Jack	PofA	PofA-004.png	PofA-004	Resonator	Fairy Tale	[L]		400	400	Light	N	[Enter] >>> Gain two light crystals. Banish a light crystal: You gain 200 life.	
Return of the Soul	PofA	PofA-005.png	PofA-005	Chant	Sword Art, Mage Art	[L][L][L][1]				Light	R		
Richesse, the Swordsman (Stranger)	PofA	PofA-006.png	PofA-006	Resonator (Stranger)	Swordsman	[L][1]		700	1100	Light	N	[Enter] >>> Rest target resonator. It doesn't recover during the recovery phase as long as this card is in the field.	
Schr?dinger's Cry	PofA	PofA-007.png	PofA-007	Chant	Mage Art	[L]				Light	N		
Summoning Art of Magna	PofA	PofA-008.png	PofA-008	Chant	Mage Art	[L]				Light	R		
The Road to the Sacred Queen	PofA	PofA-009.png	PofA-009	Addition		[L]				Light	N	[Enter] >>> If your ruler is "Faria", choose a card from your Stranger deck at random and put it into your hand. Resonators entering the field under your opponent's control enter the field rested.	
The Road to the Winged Lord	PofA	PofA-010.png	PofA-010	Addition		[L]				Light	N	[Enter] >>> If your ruler is "Arla", choose two cards from your Stranger deck at random and remove them from the game. Angels you control gain [Barrier] (Resonator).	
Three of a Kind	PofA	PofA-011.png	PofA-011	Chant	Mage Art	[L]				Light	R		
Tsukuyomi Noble	PofA	PofA-012.png	PofA-012	Resonator	Myth/Moon	[L][L]		500	700	Light	N	Players cannot play activate abilities of resonators they control unless they control a Moon.	
Valkyrie, the Weaver of Destiny (Stranger)	PofA	PofA-013.png	PofA-013	Resonator (Stranger)	Valkyrie	[L][L][L]		1000	1400	Light	N	[Enter] >>> Remove two target non-J-ruler, non-magic stone entities your opponent controls from the game. When this card leaves the field >>> Put all cards from all removed areas that were removed by this card into the field under their owners' control.	
White Wolf	PofA	PofA-014.png	PofA-014	Resonator	Fairy Tale, Beast	[L]		400	600	Light	N	This card gains [+200/+200] for each light crystal you control.	
Wizard of Vell-Savaria	PofA	PofA-015.png	PofA-015	Resonator	Wizard	[L]		400	400	Light	N	[Enter] >>> Another target resonator gains [Barrier] until end of turn.	
Workshop Assistant Researcher	PofA	PofA-016.png	PofA-016	Resonator	Human	[L][L][1]		900	900	Light	N		
Yggdrasil's Grace	PofA	PofA-017.png	PofA-017	Chant		[L]				Light	R		
Agni, the Pyre War God (Stranger)	PofA	PofA-018.png	PofA-018	Resonator (Stranger)	Deity	[F]		700	700	Fire	N	This card gains [+400/+400] for each other (Stranger) resonator you control.	
Alisaris, Minion of Lapis	PofA	PofA-019.png	PofA-019	Resonator	Minion	[F][F]		600	600	Fire	SR	[Enter] >>> Name a counter. Remove a total of four counters with that name from any number of cards in all zones. [Limit Break] [Quickcast] You may pay [F] less to play this card. When you remove counters by this card >>> Put a [+100/+100] counter on each J/resonator you control for each counter removed this way.	
Athena, Titan of Revenge	PofA	PofA-020.png	PofA-020	Resonator	Twelve Apostles	[F][F][1]		700	700	Fire	N	Whenever damage is dealt to you => Put two [+100/+100] counters on this card. [F]: This card deals 100 damage to each player.	
Blaze Tornado	PofA	PofA-021.png	PofA-021	Chant	Mage Art	[F][F][1]				Fire	N		
Hino Kagutsuchino Mikoto, the Flaming God of Fate (Stranger)	PofA	PofA-022.png	PofA-022	Resonator (Stranger)	Deity	[F][F][F][F][1]		2000	2000	Fire	N	[Enter] >>> This card deals 1000 damage to your opponent and each J/resonator they control.	
Magical Arrow	PofA	PofA-023.png	PofA-023	Chant	Mage Art	[F]				Fire	N		
Ouroboros, the Snake of Reincarnation	PofA	PofA-024.png	PofA-024	Resonator	Twelve Apostles, Snake	[F][F][F][F][F]		2000	2000	Fire	N	[Enter] >>> Remove all cards in your deck from the game. Then shuffle all magic stones from your graveyard into your magic stone deck and shuffle all other cards from your graveyard into your deck. When this card is put into a graveyard from the field >>> Put it on the bottom of its owner's deck.	
Phoenix, the Flame of the World	PofA	PofA-025.png	PofA-025	Resonator	Twelve Apostles/Phoenix	[F][F][F][1]		900	900	Fire	N	When this card enters your field => It deals 300 damage to each resonator your opponent controls. When this card is put into a graveyard from your field => You may pay [F][F]. If you do, put this card into its owner's field.	
Reflect's Rushing In	PofA	PofA-026.png	PofA-026	Chant	Mage Art	[F]				Fire	N		
Swordsmaster of Exploding Flame	PofA	PofA-027.png	PofA-027	Resonator	Human	[F]		3000	3000	Fire	N	This card gains [-X/-X], where X is your life.	
Sylvia's Burning Flame	PofA	PofA-028.png	PofA-028	Chant	Moon Art	[F]				Fire	R		
The Road to the Flame King	PofA	PofA-029.png	PofA-029	Addition		[F]				Fire	N	[Enter] >>> If your ruler is "Melgis", choose a card from your Stranger deck at random and put it into your hand. J/resonators you control gain [Pierce].	
Gentleman Lightning Caller	PofA	PofA-030.png	PofA-030	Resonator	Wizard	[Wa][1]		500	500	Water	N	You may pay [1] less to play Mage Arts.	
Mariabella's Active Decoy	PofA	PofA-031.png	PofA-031	Addition	Machine	[Wa]				Water	N	[Enter] >>> Draw a card. [Rest]:Rest target resonator your opponent controls. Play this ability only if you control "Marybell Type Zero".	
Princess of Dragon Palace (Stranger)	PofA	PofA-032.png	PofA-032	Resonator (Stranger)	Deity	[Wa]		600	600	Water	N	When this card is put into a graveyard from the field >>> You may return target resonator to its owner's hand. [D], discard this card: Draw a card. Whenever a resonator with total cost 3 or more enters the field under your control >>> You may put this card from your graveyard into the field.	
Random Walk	PofA	PofA-033.png	PofA-033	Chant	Mage Art	[Wa]				Water	N		
Refrain's Getting Out	PofA	PofA-034.png	PofA-034	Chant	Mage Art	[Wa]				Water	N		
The Road to the Machine Lord	PofA	PofA-035.png	PofA-035	Addition		[Wa]				Water	N	[Enter] >>> If your ruler is "Machina", choose a card from your Stranger deck at random and put it into your hand. You may spend any will produced by cards named "Marybell Type Zero" you control to play Machines.	
The Road to the Princess of Love	PofA	PofA-036.png	PofA-036	Addition		[Wa]				Water	N	[Enter] >>> If your ruler is "Valentina", gain control of target resonator with total cost 2 or less as long as this card is in the field. [D][D][1]: Return this card to its owner's hand.	
Amphisbaena, the Two-Headed Dragon (Stranger)	PofA	PofA-037.png	PofA-037	Resonator (Stranger)	Dragon	[Wi][Wi]		600	1200	Wind	N	[Wi]: Until end of turn, if this card would deal damage, it deals double that much instead. Play this ability only once per turn.	
Behemoth	PofA	PofA-038.png	PofA-038	Resonator	Twelve Protective Deities, Beast	[Wi][Wi][Wi][1]		1500	1500	Wind	SR	When this card enters the field or whenever it attacks >>> Remove target addition or regalia from the game. When this card is put into a graveyard from the field >>> Put all cards from all removed areas that were removed by this card into the field under your control.	
The Road to the Beast Queen	PofA	PofA-039.png	PofA-039	Addition		[Wi]				Wind	N	[Enter] >>> If your ruler is "Pricia", choose a card from your Stranger deck at random and put it into your hand. You may pay [0] to play God's Art abilities as long as there are ten or more friendship counters on your J/ruler.	
A Meeting in the Darkest Night	PofA	PofA-040.png	PofA-040	Chant	Moon Art	[D]				Darkness	N		
Anubis, the Guardian of Throne (Stranger)	PofA	PofA-041.png	PofA-041	Resonator (Stranger)	Deity	[D][D]		700	1000	Darkness	N	[Enter] >>> Put up to two target resonators from your graveyard into your hand.	
